
0,1.1849997463286854e-06,
1,1.028428072999759,
2,1.1289590920000592,
3,1.229713850999815,
4,1.3305971099998715,
5,1.4312956469998426,
6,20.878085257109696,
7,1.6325117399996998,20.8780
8,1.7332904989998497,20.878
9,1.8341211100000692,20.878
10,1.9347664059996532,20.87808525
11,2.035341294999853,20.878085257109
12,2.135846164999748,20.87808525710
13,2.2363358689999586,20.87808
14,2.337033868999697,20.8780
15,2.4378537949996826,20.8904516686
16,2.538438554000095,20.89045
17,2.638967072000014,20.89045166
18,2.739470756999708,20.890451668
19,2.839944608999758,20.890
20,2.940439497999705,20.89045166
21,3.0410179430000426,20.89045
22,3.1417118679996747,20.8904516686
23,3.2425482019998526,20.8904516686
24,3.343608034999761,20.8904
25,3.444456053000067,20.890451668633702,Open,Open,Open
26,3.54538675699996,20.890451668633702,Open,Open,Open
27,3.6462569609998354,20.890451668633702,Open,Open,Open
28,3.747246274999725,20.890451668633702,Open,Open,Open
29,3.8478463309998006,20.890451668633702,Open,Open,Open
30,3.9485488679997616,20.899183569502238,Open,Open,Open
31,4.049446164000074,20.899183569502238,Open,Open,Open
32,4.150420201000088,20.899183569502238,Open,Open,Open
33,4.250955626999712,20.899183569502238,Open,Open,Open
34,4.351514737999878,20.899183569502238,Open,Open,Open
35,4.452068033999694,20.899183569502238,Open,Open,Open
36,4.552608867999879,20.899183569502238,Open,Open,Open
37,4.65315684899997,20.899183569502238,Open,Open,Open
38,4.75370740399967,20.899183569502238,Open,Open,Open
39,4.854272885999762,20.899183569502238,Open,Open,Open
40,4.955031682000026,20.899183569502238,Open,Open,Open
41,5.055852181999853,20.899183569502238,Open,Open,Open
42,5.156478460000017,20.899183569502238,Open,Open,Open
43,5.257105792999937,20.899183569502238,Open,Open,Open
44,5.357606329999726,20.89842960693834,Open,Open,Open
45,5.45807742299985,20.89842960693834,Open,Open,Open
46,5.558535884999856,20.89842960693834,Open,Open,Open
47,5.658994421999978,20.89842960693834,Open,Open,Open
48,5.75944231099993,20.89842960693834,Open,Open,Open
49,5.859911126000043,20.89842960693834,Open,Open,Open
50,5.960496421999778,20.89842960693834,Open,Open,Open
51,6.061115440999856,20.89842960693834,Open,Open,Open
52,6.161660311000105,20.89842960693834,Open,Open,Open
53,6.262255143999937,20.89842960693834,Open,Open,Open
54,6.362886496000101,20.89842960693834,Open,Open,Open
55,6.463431921999927,20.89842960693834,Open,Open,Open
56,6.563974032999795,20.89842960693834,Open,Open,Open
57,6.664465032999942,20.89842960693834,Open,Open,Open
58,6.765022236999812,20.89842960693834,Open,Open,Open
59,6.865723459000037,20.89740841922125,Open,Open,Open
60,6.966693865999787,20.89740841922125,Open,Open,Open
61,7.067589050999686,20.89740841922125,Open,Open,Open
62,7.168305772999702,20.89740841922125,Open,Open,Open
63,7.269153144000029,20.89740841922125,Open,Open,Open
64,7.369982420999804,20.89740841922125,Open,Open,Open
65,7.470760217999668,20.89740841922125,Open,Open,Open
66,7.571607605999816,20.89740841922125,Open,Open,Open
67,7.6724798289997125,20.89740841922125,Open,Open,Open
68,7.773575031999826,20.89740841922125,Open,Open,Open
69,7.874768829000004,20.89740841922125,Open,Open,Open
70,7.975507364999885,20.89740841922125,Open,Open,Open
71,8.076166216999809,20.89740841922125,Open,Open,Open
72,8.177293235999969,20.89740841922125,Open,Open,Open
73,8.278580327999862,20.891819682653438,Open,Open,Open
74,8.379460512999685,20.891819682653438,Open,Open,Open
75,8.480377328000031,20.891819682653438,Open,Open,Open
76,8.581277402000069,20.891819682653438,Open,Open,Open
77,8.68211475399994,20.891819682653438,Open,Open,Open
78,8.782980771999974,20.891819682653438,Open,Open,Open
79,8.883869160999893,20.891819682653438,Open,Open,Open
80,8.984661605999918,20.891819682653438,Open,Open,Open
81,9.085384864999924,20.891819682653438,Open,Open,Open
82,9.186183402000097,20.891819682653438,Open,Open,Open
83,9.287072234999869,20.891819682653438,Open,Open,Open
84,9.387920530999963,20.891819682653438,Open,Open,Open
85,9.488729050000074,20.891819682653438,Open,Open,Open
86,9.589577439000095,20.891819682653438,Open,Open,Open
87,9.69064912399972,20.891819682653438,Open,Open,Open
88,9.792101030999675,20.878017412222924,Open,Open,Open
89,9.893136197999866,20.878017412222924,Open,Open,Open
90,9.993927493999763,20.878017412222924,Open,Open,Open
91,10.094674048999877,20.878017412222924,Open,Open,Open
92,10.19560473499996,20.878017412222924,Open,Open,Open
93,10.29649593799968,20.878017412222924,Open,Open,Open
94,10.397298215999854,20.878017412222924,Open,Open,Open
95,10.49810773399986,20.878017412222924,Open,Open,Open
96,10.598832752999897,20.878017412222924,Open,Open,Open
97,10.699582178999663,20.878017412222924,Open,Open,Open
98,10.800505122999766,20.878017412222924,Open,Open,Open
99,10.901270937999925,20.878017412222924,Open,Open,Open
100,11.001786270999673,20.878017412222924,Open,Open,Open
