    Sample,      Time,     Channel0, Channel1, Channel2,
24,6.218499947863165e-05,33.0,20.0,34.0
25,1.412859665999349,30.0,20.0,37.0
26,2.718632923999394,23.0,31.0,29.0
27,4.112618257000577,29.0,26.0,29.0
28,5.42295786700015,29.0,39.0,26.0
29,6.732589941000697,25.0,26.0,36.0
30,8.044044550999388,30.0,27.0,27.0
31,9.392684791000647,22.0,25.0,32.0
32,10.69991258600021,26.0,31.0,27.0
33,12.016644715000439,23.0,25.0,33.0
34,13.395416511000803,25.0,26.0,21.0
35,14.751834287999372,29.0,22.0,36.0
36,16.146135565000804,32.0,21.0,35.0
37,17.45192684200083,28.0,29.0,38.0
38,18.757347082000706,34.0,31.0,36.0
39,20.076187933000256,38.0,23.0,24.0
40,21.50615374699919,23.0,24.0,24.0
